TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Encoded,Channel_Encoded,CustomerAge_Binned,TransactionAmountNorm,CustomerAgeNorm,AccountBalanceNorm,Cluster
485.54,Debit,Houston,ATM,46,Engineer,143,1,6371.51,1,0,Middle Age,0.5374503006877609,0.4516129032258065,0.4214807814077547,2
521.15,Debit,Kansas City,ATM,54,Doctor,214,1,9442.47,1,0,Middle Age,0.5768885738650835,0.5806451612903226,0.6279077270961246,2
321.79,Credit,Raleigh,ATM,63,Retired,61,1,5959.2,0,0,Senior,0.3560962643837285,0.7258064516129032,0.39376570404537553,2
304.93,Debit,Portland,ATM,65,Doctor,158,1,13531.22,1,0,Senior,0.3374237205541957,0.7580645161290323,0.9027495271141394,2
432.08,Debit,El Paso,ATM,40,Doctor,145,1,11500.62,1,0,Adult,0.4782430531713421,0.3548387096774194,0.7662545692134165,2
694.2,Debit,Milwaukee,ATM,61,Retired,72,1,1389.37,1,0,Senior,0.7685424119256199,0.6935483870967742,0.08658617412148092,2
116.86,Debit,Louisville,ATM,55,Engineer,171,1,6706.56,1,0,Middle Age,0.12913514890412325,0.5967741935483871,0.4440025166804018,2
386.81,Credit,Detroit,Online,57,Doctor,149,1,7175.29,0,2,Middle Age,0.428106276234038,0.6290322580645161,0.47551009159264734,0
74.88,Debit,Atlanta,ATM,25,Student,202,1,420.67,1,0,Young Adult,0.082642065276378,0.11290322580645162,0.02147110186774791,2
195.76,Debit,Philadelphia,Branch,75,Retired,99,1,7323.53,1,1,Senior,0.21651733799962342,0.9193548387096775,0.4854746402773726,1
134.7,Debit,Fort Worth,ATM,50,Doctor,106,1,8395.85,1,0,Middle Age,0.14889304818756713,0.5161290322580645,0.5575549481942954,2
890.24,Credit,Las Vegas,Online,33,Engineer,161,1,5140.93,0,2,Adult,0.9856578029304596,0.24193548387096775,0.3387623901473038,0
361.27,Debit,Omaha,ATM,63,Doctor,180,1,7945.57,1,0,Senior,0.399820584098435,0.7258064516129032,0.5272875643454145,2
131.56,Debit,Charlotte,Branch,44,Doctor,42,1,5873.54,1,1,Adult,0.1454154807127906,0.4193548387096775,0.38800772212191653,1
485.51,Credit,Milwaukee,Online,76,Retired,37,1,3074.45,0,2,Senior,0.5374170755208044,0.935483870967742,0.19985561352823267,0
547.87,Debit,Columbus,ATM,64,Retired,131,1,6155.76,1,0,Senior,0.6064811225676409,0.7419354838709677,0.40697827615458765,2
457.3,Debit,Virginia Beach,Online,28,Engineer,15,1,8318.29,1,2,Young Adult,0.5061743435260762,0.16129032258064518,0.552341440396216,0
506.24,Debit,Chicago,ATM,58,Engineer,64,1,230.09,1,0,Middle Age,0.560375665887721,0.6451612903225806,0.008660499544927182,2
486.59,Debit,Indianapolis,Branch,57,Retired,119,1,2513.56,1,1,Middle Age,0.538613181531237,0.6290322580645161,0.1621531330116679,1
163.68,Debit,San Diego,Branch,41,Doctor,292,1,10090.05,1,1,Adult,0.18098855946751133,0.3709677419354839,0.6714374251348079,1
581.65,Debit,Boston,ATM,22,Student,176,1,480.19,1,0,Young Adult,0.6438926605606192,0.06451612903225812,0.025471978403870745,2
52.01,Debit,Mesa,ATM,48,Doctor,85,1,1120.88,1,0,Middle Age,0.057313412999900316,0.4838709677419355,0.06853853734084217,2
630.24,Debit,Boston,ATM,21,Student,62,1,370.81,1,0,Young Adult,0.6977063559744386,0.04838709677419356,0.01811956114041114,2
523.74,Debit,Oklahoma City,ATM,43,Doctor,159,1,13498.55,1,0,Adult,0.5797570132789917,0.4032258064516129,0.9005534814751082,2
705.6,Debit,Phoenix,Branch,40,Doctor,124,3,14804.7,1,1,Adult,0.7811679753690761,0.3548387096774194,0.9883516146682676,1
217.5,Credit,Denver,Branch,46,Engineer,35,1,3057.4,0,1,Middle Age,0.24059450898740764,0.4516129032258065,0.1987095291038225,1
91.48,Debit,Fort Worth,ATM,51,Doctor,141,1,14942.78,1,0,Middle Age,0.10102665765895473,0.532258064516129,0.9976332180302944,2
5.25,Debit,San Jose,ATM,39,Doctor,49,1,14143.32,1,0,Adult,0.005526452770425171,0.33870967741935487,0.9438942940456042,2
54.03,Credit,Milwaukee,ATM,56,Retired,161,1,6736.3,0,0,Middle Age,0.05955057424163556,0.6129032258064516,0.4460016105679067,2
736.73,Debit,Memphis,Branch,48,Engineer,10,1,3313.07,1,1,Middle Age,0.8156446236142336,0.4838709677419355,0.21589541794774933,1
368.91,Debit,Virginia Beach,Branch,54,Doctor,14,1,829.71,1,1,Middle Age,0.4082819266166812,0.5806451612903226,0.048966373009140446,1
33.06,Credit,Fort Worth,Online,53,Retired,170,1,1540.87,0,2,Middle Age,0.036326182539067255,0.5645161290322581,0.09676985683691454,0
66.5,Credit,Louisville,Online,32,Engineer,144,1,6820.23,0,2,Adult,0.07336116863987241,0.22580645161290325,0.45164330357322907,0
177.08,Debit,Las Vegas,Online,35,Doctor,85,1,13475.14,1,2,Adult,0.19582913404139857,0.27419354838709675,0.8989798840337333,0
588.54,Debit,Portland,Branch,32,Engineer,130,1,714.45,1,1,Adult,0.6515233739049537,0.22580645161290325,0.041218707862071935,1
173.5,Debit,Nashville,ATM,21,Student,282,1,1306.91,1,0,Young Adult,0.19186426411792717,0.04838709677419356,0.08104329308706076,2
78.33,Credit,Memphis,Online,56,Engineer,189,1,7255.33,0,2,Middle Age,0.08646295947637135,0.6129032258064516,0.48089030257973187,0
40.66,Debit,Louisville,Branch,59,Retired,156,1,1153.84,1,1,Middle Age,0.04474322483470478,0.6612903225806451,0.07075407649794244,1
97.22,Credit,Atlanta,Branch,77,Retired,55,1,6647.73,0,1,Senior,0.10738373960329149,0.9516129032258065,0.4400480212734779,1
34.07,Debit,Philadelphia,Branch,22,Student,81,1,8709.77,1,1,Young Adult,0.03744476315993488,0.06451612903225812,0.5786563454090078,1
492.06,Debit,Fresno,Online,23,Student,74,1,857.9,1,2,Young Adult,0.5446712369729657,0.08064516129032262,0.050861277403517174,0
842.01,Credit,Virginia Beach,Online,53,Doctor,185,1,509.45,0,2,Middle Age,0.9322428095201177,0.5645161290322581,0.02743880715801984,0
73.55,Debit,Atlanta,ATM,51,Engineer,158,1,2812.06,1,0,Middle Age,0.08116908287464143,0.532258064516129,0.18221801281732425,2
760.53,Debit,Phoenix,Online,57,Engineer,118,1,6179.91,1,2,Middle Age,0.8420032560663616,0.6290322580645161,0.4086016156765528,0
273.08,Credit,Houston,Branch,26,Engineer,134,1,6609.3,0,1,Young Adult,0.3021496683020832,0.12903225806451613,0.4374647940341769,1
371.69,Debit,San Francisco,Branch,67,Retired,143,1,3484.32,1,1,Senior,0.41136079208798015,0.7903225806451613,0.2274066764627197,1
218.96,Debit,Seattle,ATM,18,Student,13,1,754.21,1,0,Child,0.24221146711262223,0.0,0.043891336408379805,2
227.39,Debit,Atlanta,Online,18,Student,65,1,751.09,1,2,Child,0.25154773902738853,0.0,0.04368161304156691,0
237.99,Credit,Kansas City,Branch,39,Doctor,86,1,8510.09,0,1,Adult,0.2632872980186725,0.33870967741935487,0.5652340499329828,1
186.6,Debit,Washington,Online,58,Doctor,13,1,1508.72,1,2,Middle Age,0.20637258702224978,0.6451612903225806,0.09460876509235223,0
341.15,Debit,San Jose,Online,18,Student,148,1,511.37,1,2,Child,0.37753757212629985,0.0,0.027567867691443152,0
434.58,Debit,Memphis,ATM,59,Doctor,215,1,12648.32,1,0,Middle Age,0.4810118170843808,0.6612903225806451,0.8434018474477608,2
312.88,Credit,Portland,Branch,54,Engineer,44,1,233.21,0,1,Middle Age,0.3462283897976587,0.5806451612903226,0.008870222911740073,1
75.15,Debit,Boston,ATM,23,Student,154,1,1092.92,1,0,Young Adult,0.08294109177898619,0.08064516129032262,0.0666590933228651,2
23.3,Debit,Los Angeles,ATM,59,Engineer,161,1,6711.15,1,0,Middle Age,0.025516928222564315,0.6612903225806451,0.4443110520181169,2
47.38,Credit,Seattle,Online,25,Student,61,1,459.37,0,2,Young Adult,0.05218566223295271,0.11290322580645162,0.024072478244561647,0
512.81,Debit,Sacramento,Branch,79,Retired,30,1,6994.34,1,1,Senior,0.5676519774511866,0.9838709677419355,0.46334680850777793,1
488.15,Debit,Louisville,Branch,43,Engineer,168,1,7071.09,1,1,Adult,0.5403408902129733,0.4032258064516129,0.4685058688933194,1
12.82,Debit,Fort Worth,ATM,44,Engineer,156,1,9045.19,1,0,Adult,0.013910269899106242,0.4193548387096775,0.6012029517219499,2
66.9,Credit,Charlotte,Online,79,Retired,129,4,5238.71,0,2,Senior,0.0738041708659586,0.9838709677419355,0.3453350666879975,0
535.91,Debit,Las Vegas,Online,43,Engineer,22,1,9642.12,1,2,Adult,0.5932353560076639,0.4032258064516129,0.6413280060013149,0
270.72,Credit,Washington,Online,26,Engineer,53,1,6263.96,0,2,Young Adult,0.2995359551681747,0.12903225806451613,0.4142513749652142,0
97.98,Debit,Denver,Branch,72,Retired,18,1,7460.33,1,1,Senior,0.10822544383285525,0.8709677419354838,0.4946702032837839,1
196.08,Debit,San Francisco,Online,61,Retired,98,1,4233.82,1,2,Senior,0.2168717397804924,0.6935483870967742,0.2777873378172906,0
251.18,Debit,San Jose,ATM,42,Engineer,246,1,8303.9,1,0,Adult,0.2778952964238645,0.3870967741935484,0.5513741585858193,2
44.52,Debit,El Paso,Online,28,Student,205,1,314.28,1,2,Young Adult,0.04901819631643649,0.16129032258064518,0.014319669497483992,0
178.87,Debit,Baltimore,Online,35,Doctor,180,1,5241.23,1,2,Adult,0.19781156900313424,0.27419354838709675,0.3455044586381156,0
386.68,Debit,New York,Branch,46,Doctor,128,1,6863.06,1,1,Middle Age,0.42796230051056,0.4516129032258065,0.4545222945349586,1
167.14,Debit,Denver,Online,76,Retired,20,1,3877.73,1,2,Senior,0.18482052872315682,0.935483870967742,0.253851314199213,0
345.22,Debit,Fresno,Branch,69,Retired,253,1,4046.58,1,1,Senior,0.38204511977672684,0.8225806451612903,0.2652012470474042,1
74.85,Debit,Raleigh,ATM,72,Retired,117,1,2409.73,1,0,Senior,0.08260884010942153,0.8709677419354838,0.15517378135263507,2
671.73,Debit,Washington,Branch,58,Engineer,54,1,5211.88,1,1,Middle Age,0.7436567618752283,0.6451612903225806,0.3435315801714623,1
255.04,Debit,Seattle,ATM,45,Engineer,152,1,6217.86,1,0,Adult,0.2821702679055962,0.435483870967742,0.41115257778249803,2
45.77,Debit,Philadelphia,Online,25,Student,109,1,5978.12,1,2,Young Adult,0.05040257827295582,0.11290322580645162,0.3950374880518178,0
329.69,Credit,San Antonio,Online,26,Student,66,1,1671.66,0,2,Young Adult,0.3648455583489306,0.12903225806451613,0.1055614334860998,0
362.04,Credit,Philadelphia,Branch,58,Doctor,198,2,8421.88,0,1,Middle Age,0.40067336338365095,0.6451612903225806,0.5593046594885708,1
11.92,Debit,San Diego,Branch,53,Doctor,52,1,14611.9,1,1,Middle Age,0.012913514890412323,0.5645161290322581,0.975391786103676,1
47.42,Debit,San Diego,ATM,64,Doctor,28,1,8253.52,1,0,Senior,0.052229962455561336,0.7419354838709677,0.5479876639640138,2
35.99,Debit,Miami,Branch,63,Retired,129,1,4489.79,1,1,Senior,0.03957117384514857,0.7258064516129032,0.29499339236956484,1
151.19,Credit,New York,Branch,37,Doctor,96,1,11903.82,0,1,Adult,0.16715581495797016,0.30645161290322587,0.7933572812323131,1
242.62,Credit,San Francisco,Online,22,Student,234,1,483.02,0,2,Young Adult,0.2684150487856201,0.06451612903225812,0.025662208252614487,0
48.72,Debit,Virginia Beach,Branch,21,Student,17,1,816.08,1,1,Young Adult,0.053669719690341434,0.04838709677419356,0.048050177659890544,1
43.46,Debit,Boston,ATM,25,Student,80,1,578.06,1,0,Young Adult,0.047844240417308094,0.11290322580645162,0.03205070465706869,2
443.79,Debit,Las Vegas,ATM,53,Retired,87,1,3133.85,1,0,Middle Age,0.4912119433400152,0.5645161290322581,0.20384842378101656,2
365.14,Debit,Dallas,Online,68,Retired,57,1,5894.09,1,2,Senior,0.40410663063581886,0.8064516129032258,0.38938907314371296,0
757.41,Debit,Los Angeles,ATM,22,Student,37,1,9532.42,1,0,Young Adult,0.8385478387028893,0.06451612903225812,0.6339540786489514,2
20.54,Debit,Fort Worth,Branch,51,Engineer,72,1,5327.03,1,1,Middle Age,0.02246021286256963,0.532258064516129,0.3512718512254701,1
475.36,Debit,Phoenix,ATM,34,Engineer,105,1,2000.6,1,0,Adult,0.5261758940338674,0.25806451612903225,0.12767246049873832,2
34.74,Debit,San Francisco,ATM,56,Retired,24,1,6827.57,1,0,Middle Age,0.03818679188862924,0.6129032258064516,0.452136691237462,2
689.54,Debit,Oklahoma City,Branch,27,Student,93,1,1633.76,1,1,Young Adult,0.7633814359917157,0.14516129032258068,0.10301383233154576,1
211.18,Debit,Washington,ATM,73,Retired,90,1,4069.17,1,0,Senior,0.2335950738152459,0.8870967741935485,0.2667197248859629,2
211.36,Credit,Fort Worth,Branch,51,Engineer,286,1,7943.47,0,1,Middle Age,0.2337944248169847,0.532258064516129,0.5271464043869827,1
744.41,Credit,Houston,Online,39,Engineer,107,1,8842.47,0,2,Adult,0.8241502663550883,0.33870967741935487,0.587576310401338,0
61.43,Debit,Phoenix,Online,24,Student,170,1,1882.77,1,2,Young Adult,0.06774611542423,0.09677419354838712,0.11975204245016047,0
167.44,Debit,Mesa,Branch,37,Doctor,82,1,12526.71,1,1,Adult,0.18515278039272146,0.30645161290322587,0.8352273414740058,1
361.46,Debit,Nashville,Online,21,Student,83,1,4737.84,1,2,Young Adult,0.40003101015582593,0.04838709677419356,0.3116670722214679,0
378.85,Debit,Virginia Beach,Branch,78,Retired,126,1,2300.53,1,1,Senior,0.41929053193492294,0.967741935483871,0.14783346351418392,1
241.11,Debit,Columbus,Branch,30,Doctor,55,1,12385.05,1,1,Young Adult,0.2667427153821448,0.19354838709677424,0.8257050939923667,1
131.93,Credit,Fort Worth,Branch,31,Engineer,13,1,4547.06,0,1,Adult,0.14582525777192032,0.20967741935483875,0.2988430260930823,1
20.28,Debit,Oklahoma City,Online,36,Engineer,213,1,2047.83,1,2,Adult,0.02217226141561361,0.29032258064516125,0.13084721518289627,0
415.88,Debit,San Diego,Branch,70,Doctor,170,1,10008.33,1,1,Senior,0.4603014630148516,0.8387096774193548,0.6659442861809779,1
49.99,Debit,Omaha,ATM,62,Retired,139,1,2299.64,1,0,Senior,0.05507625175816508,0.7096774193548387,0.14777363857941997,2
100.66,Debit,Dallas,Branch,50,Doctor,144,1,14473.33,1,1,Middle Age,0.11119355874763269,0.5161290322580645,0.9660772454180151,1
485.54,Debit,Louisville,Online,19,Student,148,1,1533.32,1,2,Young Adult,0.5374503006877609,0.016129032258064557,0.09626235317683848,0
321.15,Debit,Los Angeles,Branch,46,Doctor,179,1,7005.05,1,1,Middle Age,0.3553874608219906,0.4516129032258065,0.4640667242957799,1
711.3,Debit,San Jose,Branch,21,Student,51,1,955.4,1,1,Young Adult,0.7874807570908042,0.04838709677419356,0.057415132616420006,1
12.23,Debit,Houston,ATM,42,Engineer,139,1,7844.88,1,0,Adult,0.013256841615629117,0.3870967741935484,0.5205192804337511,2
350.94,Debit,Colorado Springs,ATM,20,Student,64,1,221.56,1,0,Young Adult,0.3883800516097593,0.03225806451612906,0.008087121237582966,2
301.85,Debit,Columbus,Online,54,Engineer,25,1,6586.19,1,2,Middle Age,0.3340126034133321,0.5806451612903226,0.4359113623011493,0
29.34,Debit,Louisville,Online,65,Retired,30,1,3944.82,1,2,Senior,0.03220626183646572,0.7580645161290323,0.2583610387759684,0
231.71,Debit,Raleigh,Branch,27,Student,148,1,1127.98,1,1,Young Adult,0.2563321630691194,0.14516129032258068,0.06901579243839713,1
179.43,Debit,Oklahoma City,ATM,58,Retired,244,1,2626.63,1,0,Middle Age,0.1984317721196549,0.6451612903225806,0.16975358848780045,2
36.71,Debit,Jacksonville,Branch,48,Doctor,55,1,6459.38,1,1,Middle Age,0.0403685778521037,0.4838709677419355,0.4273873173827062,1
138.12,Credit,Los Angeles,Branch,53,Doctor,281,1,1649.69,0,1,Middle Age,0.15268071722060403,0.5645161290322581,0.10408463144479235,1
233.24,Debit,Louisville,ATM,33,Engineer,72,1,6939.23,1,0,Adult,0.25802664658389907,0.24193548387096775,0.45964236788436175,2
609.14,Debit,Tucson,ATM,39,Engineer,177,1,9033.87,1,0,Adult,0.6743379885483923,0.33870967741935487,0.600442032326975,2
436.64,Debit,Los Angeles,Branch,31,Doctor,111,1,14365.18,1,1,Adult,0.4832932785487246,0.20967741935483875,0.9588075075587799,1
870.43,Debit,Los Angeles,Branch,29,Doctor,55,1,10115.18,1,1,Young Adult,0.9637181176835412,0.1774193548387097,0.6731266393040412,1
354.4,Debit,Chicago,ATM,74,Retired,128,1,7358.65,1,0,Senior,0.39221202086540474,0.903225806451613,0.4878353725345741,2
22.63,Debit,Kansas City,Online,53,Engineer,112,1,4438.03,1,2,Middle Age,0.02477489949386995,0.5645161290322581,0.2915141354893612,0
182.19,Debit,Mesa,Branch,26,Student,53,1,1176.1,1,1,Young Adult,0.20148848747964956,0.12903225806451613,0.07225037205731902,1
126.81,Debit,Philadelphia,Branch,26,Engineer,290,1,5427.98,1,1,Young Adult,0.14015482927801712,0.12903225806451613,0.3580576120843679,1
288.17,Debit,Virginia Beach,Online,37,Engineer,50,1,3653.11,1,2,Adult,0.31886192728118457,0.30645161290322587,0.23875257616924142,0
118.77,Debit,Atlanta,Branch,55,Engineer,123,1,2104.82,1,1,Middle Age,0.13125048453368476,0.5967741935483871,0.13467802757862277,1
651.82,Debit,Indianapolis,ATM,21,Student,166,1,1802.77,1,0,Young Adult,0.7216063260717884,0.04838709677419356,0.11437452022418891,2
66.65,Debit,Detroit,ATM,37,Engineer,33,1,3559.96,1,0,Adult,0.07352729447465474,0.30645161290322587,0.2324911237273758,2
98.53,Debit,Denver,Branch,69,Retired,166,1,3564.8,1,1,Senior,0.10883457189372375,0.8225806451612903,0.23281646382204707,1
138.95,Debit,Washington,Online,71,Retired,30,1,6752.92,1,2,Senior,0.15359994683973285,0.8548387096774193,0.4471187908103523,0
33.89,Debit,Nashville,Branch,26,Student,177,1,1444.75,1,1,Young Adult,0.03724541215819609,0.12903225806451613,0.09030876388240973,1
23.71,Debit,Atlanta,Branch,58,Doctor,164,1,10788.89,1,1,Middle Age,0.025971005504302657,0.6451612903225806,0.7184127705397823,1
26.06,Debit,San Diego,ATM,65,Doctor,283,1,12893.63,1,0,Senior,0.028573643582558997,0.7580645161290323,0.8598913471634243,2
17.07,Debit,Los Angeles,Branch,27,Engineer,44,1,2798.15,1,1,Young Adult,0.018617168551271965,0.14516129032258068,0.18128299614028345,1
703.89,Debit,San Antonio,Online,46,Engineer,62,1,3583.67,1,2,Middle Age,0.7792741408525576,0.4516129032258065,0.2340848868770981,0
26.55,Debit,Houston,ATM,77,Retired,228,1,3085.38,1,0,Senior,0.029116321309514578,0.9516129032258065,0.20059031750235606,2
147.4,Debit,San Jose,Branch,42,Engineer,259,1,6797.71,1,1,Adult,0.16295836886580356,0.3870967741935484,0.4501295310666181,1
202.11,Debit,Memphis,ATM,27,Student,18,1,746.47,1,0,Young Adult,0.22354999833874165,0.14516129032258068,0.04337106113301706,2
308.42,Debit,Nashville,Branch,75,Retired,39,1,5427.81,1,1,Senior,0.3412889149767977,0.9193548387096775,0.3580461848496378,1
11.18,Debit,Miami,ATM,53,Engineer,144,1,7467.3,1,0,Middle Age,0.012093960772152879,0.5645161290322581,0.4951387199077218,2
294.15,Debit,Fresno,Online,38,Engineer,136,1,6362.16,1,2,Adult,0.325484810561173,0.32258064516129037,0.42085228349759424,0
29.58,Debit,Colorado Springs,Branch,54,Engineer,121,1,8345.26,1,1,Middle Age,0.032472063172117434,0.5806451612903226,0.5541543375766466,1
139.45,Debit,Boston,Online,27,Student,31,1,1305.76,1,2,Young Adult,0.15415369962234057,0.14516129032258068,0.08096599120506241,0
432.63,Debit,Colorado Springs,ATM,29,Doctor,137,1,13648.36,1,0,Young Adult,0.4788521812322106,0.1774193548387097,0.9106235640335183,2
131.43,Debit,Charlotte,Online,43,Doctor,65,1,1337.5,1,2,Adult,0.14527150498931257,0.4032258064516129,0.08309952314821663,0
516.72,Debit,Mesa,ATM,42,Engineer,128,1,2015.69,1,0,Adult,0.5719823242111791,0.3870967741935484,0.1286867956286122,2
121.82,Debit,Colorado Springs,Online,69,Doctor,123,3,8354.54,1,2,Senior,0.13462837650759193,0.8225806451612903,0.5547781301548593,0
374.5,Credit,San Francisco,Branch,26,Student,178,1,1671.51,0,1,Young Adult,0.4144728827262356,0.12903225806451613,0.1055513506319261,1
166.13,Debit,Omaha,ATM,68,Doctor,227,1,11822.53,1,0,Senior,0.1837019481022892,0.8064516129032258,0.7878930464604478,2
626.9,Debit,Chicago,ATM,23,Student,146,1,587.11,1,0,Young Adult,0.694007287386619,0.08064516129032262,0.03265903685888172,2
466.85,Debit,Austin,Branch,56,Retired,165,1,5422.53,1,1,Middle Age,0.5167510216738839,0.6129032258064516,0.35769126838272364,1
788.84,Debit,Phoenix,Online,58,Retired,231,1,1913.73,1,2,Middle Age,0.8733567386176114,0.6451612903225806,0.12183314355161146,0
873.65,Credit,Oklahoma City,Online,37,Doctor,59,1,12139.83,0,2,Adult,0.967284285603535,0.30645161290322587,0.8092216439892074,0
525.28,Debit,Colorado Springs,ATM,69,Retired,134,1,4693.6,1,0,Senior,0.5814625718494234,0.8225806451612903,0.30869330243050563,2
110.17,Debit,Raleigh,ATM,30,Engineer,137,1,464.2,1,0,Young Adult,0.12172593667283177,0.19354838709677424,0.02439714614895468,2
632.69,Debit,Denver,ATM,80,Retired,76,1,4363.74,1,0,Senior,0.7004197446092166,1.0,0.2865204339122684,2
124.35,Debit,Oklahoma City,ATM,72,Retired,90,1,3319.76,1,0,Senior,0.13743036558758706,0.8709677419354838,0.21634511324389621,2
43.85,Debit,Fresno,ATM,62,Retired,122,1,4356.98,1,0,Senior,0.04827616758774212,0.7096774193548387,0.2860660332841738,2
283.81,Debit,San Diego,Branch,28,Student,29,1,1519.35,1,1,Young Adult,0.3140332030168451,0.16129032258064518,0.09532330335812819,1
168.53,Debit,San Francisco,ATM,71,Retired,112,1,5962.58,1,0,Senior,0.18635996145880632,0.8548387096774193,0.39399290435942286,2
